run_key,primary_command,count,run_label,experiment,harness,harness_short,agent,model,mode,audit_id,total_calls,unique_commands,mutation_share,nonzero_exit_share,top_intent,top_primary_command
runs/phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug/2026-05-04T11-57-08-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-4trees-debug_detect,cat,132,phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,193,76,0.03626943005181347,0.0051813471502590676,code_or_file_inspection,cat
runs/phase6/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug/2026-05-05T15-29-29-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-2trees-debug_detect,cat,77,phase6/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,101,52,0.0891089108910891,0.0,code_or_file_inspection,cat
runs/rca/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug/2026-05-05T15-29-29-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-2trees-debug_detect,cat,77,rca/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug,runs/rca,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,101,52,0.0891089108910891,0.0,code_or_file_inspection,cat
runs/openrouter-v1/openai-gpt-5.4-opencode-panoptic-rerun-20260513T122729Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--exploit--2025-06-panoptic/2026-05-13T13-28-35-GMT_run-group_opencode-openrouter-v1_exploit,cast,60,opencode--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,exploit,2025-06-panoptic,64,63,0.0,0.109375,blockchain_rpc_probe,cast
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T15-04-53-GMT_run-group_opencode-openrouter-v1_exploit,cast,40,opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,50,50,0.0,0.24,blockchain_rpc_probe,cast
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas/2026-05-15T16-53-17-GMT_run-group_codex-openrouter-v1_patch,sed,36,codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2024-05-olas,82,82,0.0,0.0,code_or_file_inspection,sed
runs/phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug/2026-05-04T11-57-08-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-4trees-debug_detect,ls,31,phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,193,76,0.03626943005181347,0.0051813471502590676,code_or_file_inspection,cat
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild/2026-05-15T15-59-41-GMT_run-group_codex-openrouter-v1_patch,sed,29,codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2023-12-ethereumcreditguild,90,89,0.2222222222222222,0.05555555555555555,code_or_file_inspection,sed
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas/2026-05-15T16-53-17-GMT_run-group_codex-openrouter-v1_patch,cat,29,codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2024-05-olas,82,82,0.0,0.0,code_or_file_inspection,sed
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild/2026-05-15T15-59-41-GMT_run-group_codex-openrouter-v1_patch,cat,28,codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2023-12-ethereumcreditguild,90,89,0.2222222222222222,0.05555555555555555,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,for,23,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-sample-detect-only-small/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2024-03-gitcoin/2026-05-13T16-26-31-GMT_run-group_codex-openrouter-v1_detect,set,16,codex--gpt-5.4-6641e7fa--detect--2024-03-gitcoin,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2024-03-gitcoin,20,20,0.3,0.15,other,set
runs/phase6/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug/2026-05-05T15-29-29-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-2trees-debug_detect,ls,15,phase6/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,101,52,0.0891089108910891,0.0,code_or_file_inspection,cat
runs/rca/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug/2026-05-05T15-29-29-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-2trees-debug_detect,ls,15,rca/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug,runs/rca,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,101,52,0.0891089108910891,0.0,code_or_file_inspection,cat
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic/2026-05-12T15-45-09-GMT_run-group_codex-openrouter-v1_exploit,export,14,codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-06-panoptic,42,42,0.16666666666666666,0.23809523809523808,blockchain_rpc_probe,export
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--patch--2025-06-panoptic/2026-05-12T15-40-47-GMT_run-group_codex-openrouter-v1_patch,bash,14,codex--gpt-5.4-6641e7fa--patch--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-06-panoptic,24,24,0.4583333333333333,0.375,script_or_runtime,bash
runs/phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug/2026-05-04T11-57-08-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-4trees-debug_detect,grep,14,phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,193,76,0.03626943005181347,0.0051813471502590676,code_or_file_inspection,cat
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole/2026-05-15T13-27-23-GMT_run-group_codex-openrouter-v1_detect,nl,13,codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-05-blackhole,27,27,0.14814814814814814,0.0,code_or_file_inspection,nl
runs/openrouter-v1/openai-gpt-5.4-sample-detect-only-small/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2025-02-thorwallet/2026-05-13T16-48-34-GMT_run-group_codex-openrouter-v1_detect,set,13,codex--gpt-5.4-6641e7fa--detect--2025-02-thorwallet,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-02-thorwallet,14,14,0.35714285714285715,0.21428571428571427,other,set
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2025-06-panoptic/2026-05-12T15-38-02-GMT_run-group_codex-openrouter-v1_detect,sed,12,codex--gpt-5.4-6641e7fa--detect--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-06-panoptic,22,22,0.2727272727272727,0.0,code_or_file_inspection,sed
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild/2026-05-15T15-59-41-GMT_run-group_codex-openrouter-v1_patch,grep,10,codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2023-12-ethereumcreditguild,90,89,0.2222222222222222,0.05555555555555555,code_or_file_inspection,sed
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas/2026-05-15T16-53-17-GMT_run-group_codex-openrouter-v1_patch,grep,10,codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2024-05-olas,82,82,0.0,0.0,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,cast,9,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-sample-detect-only-small/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2024-05-loop/2026-05-13T16-45-50-GMT_run-group_codex-openrouter-v1_detect,set,9,codex--gpt-5.4-6641e7fa--detect--2024-05-loop,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2024-05-loop,9,9,0.2222222222222222,0.2222222222222222,other,set
runs/phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug/2026-05-04T11-57-08-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-4trees-debug_detect,echo,9,phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,193,76,0.03626943005181347,0.0051813471502590676,code_or_file_inspection,cat
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,<,8,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--patch--2025-05-blackhole/2026-05-15T14-39-40-GMT_run-group_opencode-openrouter-v1_patch,git,8,opencode--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,patch,2025-05-blackhole,12,9,0.3333333333333333,0.08333333333333333,version_control,git
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,python3,7,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--patch--2025-06-panoptic/2026-05-12T15-40-47-GMT_run-group_codex-openrouter-v1_patch,apply_patch,7,codex--gpt-5.4-6641e7fa--patch--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-06-panoptic,24,24,0.4583333333333333,0.375,script_or_runtime,bash
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole/2026-05-15T13-35-46-GMT_run-group_codex-openrouter-v1_patch,sed,6,codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-05-blackhole,16,16,0.375,0.375,code_or_file_inspection,sed
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild/2026-05-15T15-59-41-GMT_run-group_codex-openrouter-v1_patch,forge,6,codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2023-12-ethereumcreditguild,90,89,0.2222222222222222,0.05555555555555555,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole/2026-05-15T13-27-23-GMT_run-group_codex-openrouter-v1_detect,rg,5,codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-05-blackhole,27,27,0.14814814814814814,0.0,code_or_file_inspection,nl
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,sed,5,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T15-04-53-GMT_run-group_opencode-openrouter-v1_exploit,forge,5,opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,50,50,0.0,0.24,blockchain_rpc_probe,cast
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic/2026-05-12T15-45-09-GMT_run-group_codex-openrouter-v1_exploit,cat,5,codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-06-panoptic,42,42,0.16666666666666666,0.23809523809523808,blockchain_rpc_probe,export
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic/2026-05-12T15-45-09-GMT_run-group_codex-openrouter-v1_exploit,nl,5,codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-06-panoptic,42,42,0.16666666666666666,0.23809523809523808,blockchain_rpc_probe,export
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,rg,4,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-opencode-panoptic-rerun-20260513T122729Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--patch--2025-06-panoptic/2026-05-13T12-58-20-GMT_run-group_opencode-openrouter-v1_patch,python3,4,opencode--gpt-5.4-6641e7fa--patch--2025-06-panoptic,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,patch,2025-06-panoptic,6,6,0.3333333333333333,0.0,script_or_runtime,python3
runs/openrouter-v1/openai-gpt-5.4-sample-panoptic-all-modes/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic/2026-05-12T15-45-09-GMT_run-group_codex-openrouter-v1_exploit,sed,4,codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-06-panoptic,42,42,0.16666666666666666,0.23809523809523808,blockchain_rpc_probe,export
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild/2026-05-15T15-59-41-GMT_run-group_codex-openrouter-v1_patch,git,4,codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2023-12-ethereumcreditguild,90,89,0.2222222222222222,0.05555555555555555,code_or_file_inspection,sed
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas/2026-05-15T16-53-17-GMT_run-group_codex-openrouter-v1_patch,find,4,codex--openrouter__owl-alpha-377195ae--patch--2024-05-olas,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2024-05-olas,82,82,0.0,0.0,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole/2026-05-15T13-27-23-GMT_run-group_codex-openrouter-v1_detect,sed,3,codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-05-blackhole,27,27,0.14814814814814814,0.0,code_or_file_inspection,nl
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--detect--2025-05-blackhole/2026-05-15T14-09-18-GMT_run-group_opencode-openrouter-v1_detect,ls,3,opencode--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,detect,2025-05-blackhole,5,4,0.0,0.0,code_or_file_inspection,ls
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T15-04-53-GMT_run-group_opencode-openrouter-v1_exploit,echo,3,opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,50,50,0.0,0.24,blockchain_rpc_probe,cast
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--patch--2025-05-blackhole/2026-05-15T14-39-40-GMT_run-group_opencode-openrouter-v1_patch,npx,3,opencode--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,patch,2025-05-blackhole,12,9,0.3333333333333333,0.08333333333333333,version_control,git
runs/openrouter-v1/openai-gpt-5.4-sample-detect-only-small/evmbench_runs/opencode--gpt-5.4-6641e7fa--detect--2024-05-loop/2026-05-13T17-26-53-GMT_run-group_opencode-openrouter-v1_detect,gh,3,opencode--gpt-5.4-6641e7fa--detect--2024-05-loop,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,detect,2024-05-loop,7,7,0.14285714285714285,0.5714285714285714,version_control,gh
runs/openrouter-v1/openrouter-owl-alpha-rich4-patch-20260515T155754Z/evmbench_runs/codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild/2026-05-15T15-59-41-GMT_run-group_codex-openrouter-v1_patch,apply_patch,3,codex--openrouter__owl-alpha-377195ae--patch--2023-12-ethereumcreditguild,runs/openrouter-v1,codex,codex,codex,openrouter__owl-alpha-377195ae,patch,2023-12-ethereumcreditguild,90,89,0.2222222222222222,0.05555555555555555,code_or_file_inspection,sed
runs/phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug/2026-05-04T11-57-08-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-4trees-debug_detect,sed,3,phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,193,76,0.03626943005181347,0.0051813471502590676,code_or_file_inspection,cat
runs/phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug/2026-05-04T11-57-08-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-4trees-debug_detect,find,3,phase6/vllm-4trees-2026-05-04/modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-forest,mini-swe,mini-swe-agent-forest,unknown,detect,2024-01-canto,193,76,0.03626943005181347,0.0051813471502590676,code_or_file_inspection,cat
codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole,uv,2,codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-05-blackhole,2,1,0.0,0.0,run_orchestration,uv
codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,uv,2,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,2,1,0.0,0.0,run_orchestration,uv
codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole,uv,2,codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-05-blackhole,2,1,0.0,0.0,run_orchestration,uv
opencode--gpt-5.4-6641e7fa--detect--2025-05-blackhole,uv,2,opencode--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,detect,2025-05-blackhole,2,1,0.0,0.0,run_orchestration,uv
opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,uv,2,opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,2,1,0.0,0.0,run_orchestration,uv
opencode--gpt-5.4-6641e7fa--patch--2025-05-blackhole,uv,2,opencode--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,patch,2025-05-blackhole,2,1,0.0,0.0,run_orchestration,uv
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole/2026-05-15T13-27-23-GMT_run-group_codex-openrouter-v1_detect,cat,2,codex--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,detect,2025-05-blackhole,27,27,0.14814814814814814,0.0,code_or_file_inspection,nl
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T13-37-57-GMT_run-group_codex-openrouter-v1_exploit,echo,2,codex--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,62,62,0.3870967741935484,0.11290322580645161,file_or_repo_mutation,for
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole/2026-05-15T13-35-46-GMT_run-group_codex-openrouter-v1_patch,bash,2,codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-05-blackhole,16,16,0.375,0.375,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole/2026-05-15T13-35-46-GMT_run-group_codex-openrouter-v1_patch,rg,2,codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-05-blackhole,16,16,0.375,0.375,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole/2026-05-15T13-35-46-GMT_run-group_codex-openrouter-v1_patch,apply_patch,2,codex--gpt-5.4-6641e7fa--patch--2025-05-blackhole,runs/openrouter-v1,codex,codex,codex,gpt-5.4-6641e7fa,patch,2025-05-blackhole,16,16,0.375,0.375,code_or_file_inspection,sed
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--detect--2025-05-blackhole/2026-05-15T14-09-18-GMT_run-group_opencode-openrouter-v1_detect,git,2,opencode--gpt-5.4-6641e7fa--detect--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,detect,2025-05-blackhole,5,4,0.0,0.0,code_or_file_inspection,ls
runs/openrouter-v1/openai-gpt-5.4-both-blackhole-allmodes-20260515T132540Z/evmbench_runs/opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole/2026-05-15T15-04-53-GMT_run-group_opencode-openrouter-v1_exploit,which,2,opencode--gpt-5.4-6641e7fa--exploit--2025-05-blackhole,runs/openrouter-v1,opencode,opencode,opencode,gpt-5.4-6641e7fa,exploit,2025-05-blackhole,50,50,0.0,0.24,blockchain_rpc_probe,cast
